model,split_name,p_value,relation,average_precision_mean,average_precision_std,roc_auc_mean,roc_auc_std,f1_mean,f1_std,precision_mean,recall_mean,accuracy_mean,fit_time_mean_s,predict_time_mean_s,runs
tabicl,random,0.8,daughter,0.3255734804640352,0.08943459846869153,0.9300892264479963,0.03368166850684584,0.0,0.0,0.0,0.0,0.9719976702596307,0.4325420434237458,2.7406284972094,10
tabicl,random,0.8,father,0.2551511019360904,0.10551169149699857,0.9406958961733529,0.02793024555829938,0.0,0.0,0.0,0.0,0.9752069675646344,0.4325420434237458,2.7406284972094,10
tabicl,random,0.8,granddaughter,0.5100362459178249,0.2545837732316254,0.9845402071542354,0.01106493245701081,0.16777777777777778,0.19390224227956346,0.275,0.13,0.9816810814461109,0.4325420434237458,2.7406284972094,10
tabicl,random,0.8,grandfather,0.9199999999999999,0.16699966733167132,0.9991120192277343,0.0016351810854411358,0.6393939393939394,0.4576660557099768,0.7,0.6071428571428571,0.9953422830314393,0.4325420434237458,2.7406284972094,10
tabicl,random,0.8,grandmother,0.7320611949325184,0.1746852472330817,0.9932329455548352,0.004631606073193829,0.16645021645021646,0.2268645410239632,0.4,0.1075,0.9849371021752379,0.4325420434237458,2.7406284972094,10
tabicl,random,0.8,grandson,0.5617956610285917,0.13441516500461628,0.982779934194352,0.011596873869062317,0.19444444444444445,0.21154925294066412,0.4,0.19333333333333333,0.978107043456226,0.4325420434237458,2.7406284972094,10
tabicl,random,0.8,husband,0.02934184322997475,0.013362643436925932,0.5840655369155421,0.14842814305458774,0.0,0.0,0.0,0.0,0.9841576126570286,0.4325420434237458,2.7406284972094,10
tabicl,random,0.8,mother,0.24266524236974418,0.11224033895215858,0.9317695087241565,0.02313205228562092,0.0,0.0,0.0,0.0,0.9743772946359994,0.4325420434237458,2.7406284972094,10
tabicl,random,0.8,nephew,0.31249645815134947,0.22014173972139517,0.9593786958848357,0.024479902139882954,0.0,0.0,0.0,0.0,0.9866740891596446,0.4325420434237458,2.7406284972094,10
tabicl,random,0.8,niece,0.3491544821885749,0.2380739344125731,0.9583356634145475,0.027020581348295165,0.0,0.0,0.0,0.0,0.9839748384278163,0.4325420434237458,2.7406284972094,10
tabicl,random,0.8,overall,0.4742154522362962,0.03518841489374559,0.9482881437212345,0.006402030565855321,0.38017200060191875,0.019201641709238302,0.743856921929111,0.25607945576122193,0.9795863909272848,0.4325420434237458,2.7406284972094,10
tabicl,random,0.8,sister,0.136140134409702,0.07235745686193078,0.8607072061123798,0.032034879205849506,0.0,0.0,0.0,0.0,0.9750422096115923,0.4325420434237458,2.7406284972094,10
