model,train_fraction,run_idx,relation,relation_id,wave,reflexivity,symmetry,transitive,train_rows,valid_rows,test_rows,fit_time_s,predict_time_s,f1,precision,recall,accuracy,positive_rate_true,positive_rate_pred,tp,fp,fn,tn,average_precision,roc_auc
tabpfn,0.1,1,transitive,A03,1,none,none,1,250,250,2000,0.15325622691307217,0.41329762304667383,0.6777939042089985,0.5321937321937322,0.9330669330669331,0.556,0.5005,0.8775,934,821,67,178,0.6143855584550562,0.6398166398166398
tabicl,0.1,1,transitive,A03,1,none,none,1,250,250,2000,0.3342374990461394,0.14755761192645878,0.6608946608946609,0.637291280148423,0.6863136863136863,0.6475,0.5005,0.539,687,391,314,608,0.7179442695839495,0.7183437183437184
tabpfn,0.1,2,transitive,A03,1,none,none,1,250,250,2000,0.14328183804173023,0.41054271499160677,0.6382723455308938,0.7976011994002998,0.532,0.6985,0.5,0.3335,532,135,468,865,0.7767093094990062,0.772603
tabicl,0.1,2,transitive,A03,1,none,none,1,250,250,2000,0.33111947297584265,0.14751742000225931,0.6799568965517241,0.7371495327102804,0.631,0.703,0.5,0.428,631,225,369,775,0.7904127199765388,0.786674
tabpfn,0.1,3,transitive,A03,1,none,none,1,250,250,2000,0.14710924203973264,0.41238513600546867,0.6670005007511267,0.670020120724346,0.6640079760717846,0.6675,0.5015,0.497,666,328,337,669,0.6912942742492106,0.7087253785284069
tabicl,0.1,3,transitive,A03,1,none,none,1,250,250,2000,0.3385498010320589,0.1480031090322882,0.6596417281348789,0.6994413407821229,0.6241276171485544,0.677,0.5015,0.4475,626,269,377,728,0.7478542053631614,0.755259797338176
tabpfn,0.1,4,transitive,A03,1,none,none,1,250,250,2000,0.14253707195166498,0.41056274401489645,0.67946959304984,0.6160862354892206,0.7573904179408767,0.6495,0.4905,0.603,743,463,238,556,0.7250905452766134,0.719074085744954
tabicl,0.1,4,transitive,A03,1,none,none,1,250,250,2000,0.3287674210732803,0.1473996019922197,0.7134615384615385,0.6751592356687898,0.7563710499490316,0.702,0.4905,0.5495,742,357,239,662,0.805465526445269,0.796480529471139
tabpfn,0.1,5,transitive,A03,1,none,none,1,250,250,2000,0.14648215600755066,0.41217687795870006,0.6483687208700155,0.6731182795698925,0.6253746253746254,0.6605,0.5005,0.465,626,304,375,695,0.7262596961960603,0.7132492132492132
tabicl,0.1,5,transitive,A03,1,none,none,1,250,250,2000,0.3411107410211116,0.14758381096180528,0.7116883116883117,0.7413419913419913,0.6843156843156843,0.7225,0.5005,0.462,685,239,316,760,0.8099654194884547,0.7926397926397927
tabpfn,0.1,6,transitive,A03,1,none,none,1,250,250,2000,0.2085216490086168,0.41342696198262274,0.6781206171107994,0.5184986595174262,0.9797365754812564,0.541,0.4935,0.9325,967,898,20,115,0.6405793243626876,0.6566384719017514
tabicl,0.1,6,transitive,A03,1,none,none,1,250,250,2000,0.33941363799385726,0.14751700102351606,0.6915699141847552,0.6891348088531187,0.6940222897669707,0.6945,0.4935,0.497,685,309,302,704,0.753401843647816,0.7618207477063625
tabpfn,0.1,7,transitive,A03,1,none,none,1,250,250,2000,0.1475029600551352,0.4119826080277562,0.6689320388349514,0.6593301435406699,0.6788177339901478,0.659,0.5075,0.5225,689,356,326,629,0.7532836931590197,0.7362601585356706
tabicl,0.1,7,transitive,A03,1,none,none,1,250,250,2000,0.3370480169542134,0.14788068900816143,0.7013643254168772,0.7199170124481328,0.683743842364532,0.7045,0.5075,0.482,694,270,321,715,0.8223863003711078,0.8059623415268435
tabpfn,0.1,8,transitive,A03,1,none,none,1,250,250,2000,0.15095538611058146,0.41207580803893507,0.6785714285714286,0.6263736263736264,0.7402597402597403,0.649,0.5005,0.5915,741,442,260,557,0.7121534454165108,0.716055716055716
tabicl,0.1,8,transitive,A03,1,none,none,1,250,250,2000,0.3361588920233771,0.14754064998123795,0.7122774133083412,0.6707855251544572,0.7592407592407593,0.693,0.5005,0.5665,760,373,241,626,0.7610927070872647,0.7519167519167519
tabpfn,0.1,9,transitive,A03,1,none,none,1,250,250,2000,0.33539742405992,0.4097501690266654,0.6679861454725383,0.662414131501472,0.6736526946107785,0.6645,0.501,0.5095,675,344,327,654,0.7110582183791416,0.725564402257609
tabicl,0.1,9,transitive,A03,1,none,none,1,250,250,2000,0.3505190529394895,0.14777375000994653,0.6692456479690522,0.649155722326454,0.6906187624750499,0.658,0.501,0.533,692,374,310,624,0.7392791047066178,0.7324989299957201
tabpfn,0.8,0,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.22462714300490916,0.3757818079320714,0.9206349206349206,0.8854961832061069,0.9586776859504132,0.92,0.484,0.524,116,15,5,114,0.9849338582947071,0.9852649112691396
tabicl,0.8,0,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.3738614059984684,0.16041847795713693,0.8987854251012146,0.8809523809523809,0.9173553719008265,0.9,0.484,0.504,111,15,10,114,0.9519824240650115,0.9570119802677942
tabpfn,0.8,1,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.21921130607370287,0.37871984497178346,0.9505703422053232,0.9398496240601504,0.9615384615384616,0.948,0.52,0.532,125,8,5,112,0.992089869719782,0.9915705128205128
tabicl,0.8,1,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.3429948529228568,0.16279393900185823,0.8326848249027238,0.84251968503937,0.823076923076923,0.828,0.52,0.508,107,20,23,100,0.9388228129785602,0.9326282051282051
tabpfn,0.8,2,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.22460612293798476,0.3798333799932152,0.9333333333333333,0.952,0.9153846153846154,0.932,0.52,0.5,119,6,11,114,0.9882464420135026,0.9863141025641026
tabicl,0.8,2,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.33849726198241115,0.16299627698026597,0.8571428571428571,0.8604651162790697,0.8538461538461538,0.852,0.52,0.516,111,18,19,102,0.9358547357164301,0.9287820512820513
tabpfn,0.8,3,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.21786265005357563,0.3790787539910525,0.9236947791164659,0.9426229508196722,0.905511811023622,0.924,0.508,0.488,115,7,12,116,0.9897813482514651,0.9886050829012227
tabicl,0.8,3,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.3396048869471997,0.1623054000083357,0.8764940239043825,0.8870967741935484,0.8661417322834646,0.876,0.508,0.496,110,14,17,109,0.9594867441606861,0.9580692657320273
tabpfn,0.8,4,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.22059738996904343,0.379225644050166,0.9262295081967213,0.9186991869918699,0.9338842975206612,0.928,0.484,0.492,113,10,8,119,0.985945718838185,0.9843039272214748
tabicl,0.8,4,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.34204157697968185,0.16013691807165742,0.8470588235294118,0.8059701492537313,0.8925619834710744,0.844,0.484,0.536,108,26,13,103,0.9341597532606358,0.9299762957268243
tabpfn,0.8,5,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.26726007694378495,0.3773110209731385,0.8925619834710744,0.9,0.8852459016393442,0.896,0.488,0.48,108,12,14,116,0.9792945476766359,0.9741931352459017
tabicl,0.8,5,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.3609864889876917,0.16048541700001806,0.8688524590163934,0.8688524590163934,0.8688524590163934,0.872,0.488,0.488,106,16,16,112,0.9566985122980927,0.9540855532786885
tabpfn,0.8,6,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.21718753303866833,0.3810660570161417,0.9288389513108615,0.9393939393939394,0.9185185185185185,0.924,0.54,0.528,124,8,11,107,0.9879802982596397,0.9832206119162641
tabicl,0.8,6,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.34351478097960353,0.1604363980004564,0.8796992481203008,0.8931297709923665,0.8666666666666667,0.872,0.54,0.524,117,14,18,101,0.9545653393648083,0.9472141706924316
tabpfn,0.8,7,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.22572619700804353,0.3782300680177286,0.9243697478991597,0.9090909090909091,0.9401709401709402,0.928,0.468,0.484,110,11,7,122,0.9807244626348584,0.981363665574192
tabicl,0.8,7,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.3333699529757723,0.16018832894042134,0.9045643153526971,0.8790322580645161,0.9316239316239316,0.908,0.468,0.496,109,15,8,118,0.9711726602935735,0.9734592892487629
tabpfn,0.8,8,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.21857225697021931,0.375640660058707,0.9322709163346613,0.9512195121951219,0.9140625,0.932,0.512,0.492,117,6,11,116,0.9908618827488669,0.9896900614754098
tabicl,0.8,8,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.33336934295948595,0.16032253799494356,0.8769230769230769,0.8636363636363636,0.890625,0.872,0.512,0.528,114,18,14,104,0.9532582401693239,0.9496990266393444
tabpfn,0.8,9,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.23048320808447897,0.3760462070349604,0.8976377952755905,0.912,0.8837209302325582,0.896,0.516,0.5,114,11,15,110,0.9759822939708889,0.9687359856493049
tabicl,0.8,9,symmetric_transitive,A04,1,none,symmetric,1,2000,250,250,0.40311167400795966,0.16514784807804972,0.8188976377952756,0.832,0.8062015503875969,0.816,0.516,0.5,104,21,25,100,0.9286449342576033,0.917611634313537
tabpfn,0.4,0,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.19107353105209768,0.41321679297834635,0.8761133603238866,0.8898026315789473,0.8628389154704944,0.8776,0.5016,0.4864,541,67,86,556,0.9538655143033961,0.9500231682372428
tabicl,0.4,0,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.3401349550113082,0.182809654972516,0.7826784282277466,0.7870967741935484,0.7783094098883573,0.7832,0.5016,0.496,488,132,139,491,0.896657996339318,0.8891201445902807
tabpfn,0.4,1,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.19511955499183387,0.42431157699320465,0.9183333333333333,0.9565972222222222,0.8830128205128205,0.9216,0.4992,0.4608,551,25,73,601,0.9710048642593692,0.9626866244777585
tabicl,0.4,1,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.33477945695631206,0.1835361720295623,0.7784810126582279,0.76875,0.7884615384615384,0.776,0.4992,0.512,492,148,132,478,0.885362364876724,0.8719459121815354
tabpfn,0.4,2,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.17464178893715143,0.4139948911033571,0.8876221498371335,0.8905228758169934,0.8847402597402597,0.8896,0.4928,0.4896,545,67,71,567,0.9651032162260326,0.9641410442869434
tabicl,0.4,2,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.3498984850011766,0.1849459660006687,0.7831031681559708,0.7837398373983739,0.7824675324675324,0.7864,0.4928,0.492,482,133,134,501,0.8873986739549709,0.8876899913966159
tabpfn,0.4,3,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.17554925405420363,0.41315786400809884,0.892436974789916,0.9139414802065404,0.8719211822660099,0.8976,0.4872,0.4648,531,50,78,591,0.9675758661260694,0.9626763395658979
tabicl,0.4,3,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.33864547207485884,0.18093066196888685,0.7872340425531915,0.7846655791190864,0.7898193760262726,0.792,0.4872,0.4904,481,132,128,509,0.8888310152063267,0.8835819442629922
tabpfn,0.4,4,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.23249263991601765,0.41820193198509514,0.9072164948453608,0.9166666666666666,0.8979591836734694,0.9064,0.5096,0.4992,572,52,65,561,0.9749769376537819,0.9696515323408821
tabicl,0.4,4,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.339708516956307,0.18071408395189792,0.7904,0.8058727569331158,0.7755102040816326,0.7904,0.5096,0.4904,494,119,143,494,0.9035023702248508,0.8930549757862738
tabpfn,0.4,5,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.1785072929924354,0.41512336500454694,0.9125295508274232,0.9234449760765551,0.9018691588785047,0.9112,0.5136,0.5016,579,48,63,560,0.9725933093470599,0.9638888034923759
tabicl,0.4,5,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.3418346679536626,0.18146418000105768,0.7873015873015873,0.8025889967637541,0.7725856697819314,0.7856,0.5136,0.4944,496,122,146,486,0.8855631041973036,0.8772724012133136
tabpfn,0.4,6,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.1767414700007066,0.4104119740659371,0.8730800323362975,0.8925619834710744,0.8544303797468354,0.8744,0.5056,0.484,540,65,92,553,0.9636250460504419,0.9571671070419073
tabicl,0.4,6,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.3349906459916383,0.18126245099119842,0.7709677419354839,0.7861842105263158,0.7563291139240507,0.7728,0.5056,0.4864,478,130,154,488,0.8808222904328937,0.8662206587194298
tabpfn,0.4,7,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.18188308901153505,0.40717353799846023,0.935672514619883,0.9671848013816926,0.9061488673139159,0.9384,0.4944,0.4632,560,19,58,613,0.9806713442800185,0.9743955081725452
tabicl,0.4,7,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.34568624198436737,0.17994569602888077,0.7962674961119751,0.7664670658682635,0.8284789644012945,0.7904,0.4944,0.5344,512,156,106,476,0.87634320095179,0.877708819794355
tabpfn,0.4,8,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.18154235102701932,0.41432535904459655,0.8957983193277311,0.909556313993174,0.8824503311258278,0.9008,0.4832,0.4688,533,53,71,593,0.9720269761692093,0.9658302236893364
tabicl,0.4,8,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.344372098101303,0.18167567905038595,0.7912621359223301,0.7737341772151899,0.8096026490066225,0.7936,0.4832,0.5056,489,143,115,503,0.9018155865971631,0.8986811350542309
tabpfn,0.4,9,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.3564864069921896,0.4092524889856577,0.9415637860082304,0.9629629629629629,0.9210950080515298,0.9432,0.4968,0.4752,572,22,49,607,0.9807960728567192,0.9738190876298294
tabicl,0.4,9,symmetric_transitive,A04,1,none,symmetric,1,1000,250,1250,0.34988973499275744,0.18110956205055118,0.765990639625585,0.7428139183055976,0.7906602254428341,0.76,0.4968,0.5288,491,170,130,459,0.8738065237059172,0.8642939614806623
tabpfn,0.2,0,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.14892882492858917,0.42214229598175734,0.8862837045720985,0.9032258064516129,0.8699654775604143,0.8891428571428571,0.49657142857142855,0.47828571428571426,756,81,113,800,0.9561228667946411,0.9479603285836133
tabicl,0.2,0,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.33087738300673664,0.15570787608157843,0.8536726431463274,0.858139534883721,0.8492520138089759,0.8554285714285714,0.49657142857142855,0.49142857142857144,738,122,131,759,0.9439825026986657,0.9426310984091988
tabpfn,0.2,1,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.15203388093505055,0.4148012960795313,0.8285873813512005,0.8109289617486338,0.8470319634703196,0.8245714285714286,0.5005714285714286,0.5228571428571429,742,173,134,701,0.90655512673102,0.8986859084877171
tabicl,0.2,1,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.3335047219879925,0.1558674860280007,0.8563566318106769,0.8267800212539851,0.8881278538812786,0.8508571428571429,0.5005714285714286,0.5377142857142857,778,163,98,711,0.9239196503574753,0.932479911810497
tabpfn,0.2,2,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.15577189705800265,0.41376456001307815,0.8130177514792899,0.8367844092570037,0.7905638665132336,0.8194285714285714,0.49657142857142855,0.46914285714285714,687,134,182,747,0.8992876259902609,0.8887999958202117
tabicl,0.2,2,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.3410640209913254,0.15401711303275079,0.7680652680652681,0.7780401416765053,0.7583429228998849,0.7725714285714286,0.49657142857142855,0.484,659,188,210,693,0.8594984465499838,0.8556901940858608
tabpfn,0.2,3,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.20688445505220443,0.43004783405922353,0.8414351851851852,0.8532863849765259,0.8299086757990868,0.8434285714285714,0.5005714285714286,0.4868571428571429,727,125,149,749,0.9251372362301751,0.9064717145753006
tabicl,0.2,3,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.33115082303993404,0.15438844193704426,0.7361492046077893,0.7085533262935586,0.7659817351598174,0.7251428571428571,0.5005714285714286,0.5411428571428571,671,276,205,598,0.8389001023593929,0.8208402557913544
tabpfn,0.2,4,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.16202407097443938,0.41596924199257046,0.8276237085372485,0.7829218106995884,0.8777393310265282,0.8188571428571428,0.49542857142857144,0.5554285714285714,761,211,106,672,0.939692602509014,0.9233398775538461
tabicl,0.2,4,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.35445592692121863,0.15416819194797426,0.8621867881548975,0.8515185601799775,0.8731257208765859,0.8617142857142858,0.49542857142857144,0.508,757,132,110,751,0.9234629295559719,0.9303700162364592
tabpfn,0.2,5,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.1621059289900586,0.4103439359460026,0.7778405879027699,0.7670011148272018,0.7889908256880734,0.7754285714285715,0.4982857142857143,0.5125714285714286,688,209,184,669,0.8719989599255609,0.8601733767319387
tabicl,0.2,5,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.33699060697108507,0.15412795497104526,0.7443214909726267,0.7562130177514793,0.7327981651376146,0.7491428571428571,0.4982857142857143,0.4828571428571429,639,206,233,672,0.8393897785399929,0.8290017450001046
tabpfn,0.2,6,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.1592840530211106,0.4173430260270834,0.8464634847613571,0.8608187134502924,0.832579185520362,0.8474285714285714,0.5051428571428571,0.48857142857142855,736,119,148,747,0.9133970256431294,0.9130905604380675
tabicl,0.2,6,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.3533509609987959,0.15461174095980823,0.7548682703321878,0.7645011600928074,0.745475113122172,0.7554285714285714,0.5051428571428571,0.49257142857142855,659,203,225,663,0.8393891697088445,0.8308026710417691
tabpfn,0.2,7,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.16224682901520282,0.4158658229280263,0.8146503884572697,0.790096878363832,0.8407789232531501,0.8091428571428572,0.49885714285714283,0.5308571428571428,734,195,139,682,0.9297802949085502,0.9131443625501391
tabicl,0.2,7,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.41851999098435044,0.15481253003235906,0.7596810933940774,0.7553793884484711,0.7640320733104238,0.7588571428571429,0.49885714285714283,0.5045714285714286,667,216,206,661,0.8410695860009167,0.8326012478759073
tabpfn,0.2,8,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.1587506040232256,0.41860583098605275,0.7781047675103002,0.8060975609756098,0.7519908987485779,0.7845714285714286,0.5022857142857143,0.4685714285714286,661,159,218,712,0.8778798845988096,0.862738029464126
tabicl,0.2,8,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.35178608796559274,0.15479618997778744,0.711825487944891,0.7184241019698725,0.7053469852104665,0.7131428571428572,0.5022857142857143,0.49314285714285716,620,243,259,628,0.8136778962586125,0.787000936509367
tabpfn,0.2,9,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.16141609207261354,0.4216427890351042,0.7961165048543689,0.7938496583143508,0.7983963344788088,0.796,0.49885714285714283,0.5017142857142857,697,181,176,696,0.8792164651761099,0.8850723791536543
tabicl,0.2,9,symmetric_transitive,A04,1,none,symmetric,1,500,250,1750,0.33431224897503853,0.15755892894230783,0.7756521739130435,0.7852112676056338,0.7663230240549829,0.7788571428571428,0.49885714285714283,0.4868571428571429,669,183,204,694,0.8793911197449358,0.8806367641430942
tabpfn,0.1,0,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.15213907102588564,0.4189900300698355,0.750501002004008,0.7445328031809145,0.7565656565656566,0.751,0.495,0.503,749,257,241,753,0.8339472956444274,0.8215046504650465
tabicl,0.1,0,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.34249421500135213,0.15032582904677838,0.8349033217649975,0.8198636806231743,0.8505050505050505,0.8335,0.495,0.5135,842,185,148,825,0.9013127702458289,0.9084198419841986
tabpfn,0.1,1,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.13555006007663906,0.41815164301078767,0.7682539682539683,0.6988448844884488,0.8529707955689829,0.7445,0.4965,0.606,847,365,146,642,0.7887748555651534,0.8234388485035766
tabicl,0.1,1,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.3375605350593105,0.15166924498043954,0.731586752347998,0.7184466019417476,0.7452165156092648,0.7285,0.4965,0.515,740,290,253,717,0.8135164087612714,0.8166340150667383
tabpfn,0.1,2,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.1403117310255766,0.42167067795526236,0.7765151515151515,0.7354260089686099,0.8224674022066198,0.764,0.4985,0.5575,820,295,177,708,0.837629185807204,0.839124552120969
tabicl,0.1,2,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.3408095919294283,0.15029354998841882,0.7906281156530409,0.7859266600594648,0.7953861584754263,0.79,0.4985,0.5045,793,216,204,787,0.8654639061750233,0.8608567477107295
tabpfn,0.1,3,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.15809212706517428,0.4183038929477334,0.6781485468245425,0.7411764705882353,0.625,0.701,0.504,0.425,630,220,378,772,0.7218380706499017,0.7540777609767025
tabicl,0.1,3,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.3429197040386498,0.15046015894040465,0.6718576195773082,0.7645569620253164,0.5992063492063492,0.705,0.504,0.395,604,186,404,806,0.7895492005557634,0.7969410042242704
tabpfn,0.1,4,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.15456084196921438,0.4178663539933041,0.742539200809307,0.7512794268167861,0.734,0.7455,0.5,0.4885,734,243,266,757,0.8130417930761371,0.8231055
tabicl,0.1,4,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.33071011397987604,0.15201880293898284,0.7596525096525096,0.7341417910447762,0.787,0.751,0.5,0.536,787,285,213,715,0.8343342641071381,0.829955
tabpfn,0.1,5,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.43552263104356825,0.4187582399463281,0.7376960519199567,0.7939464493597206,0.6888888888888889,0.7575,0.495,0.4295,682,177,308,833,0.8714461932810678,0.8395709570957095
tabicl,0.1,5,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.34818145202007145,0.14949527301359922,0.6629955947136564,0.7288135593220338,0.6080808080808081,0.694,0.495,0.413,602,224,388,786,0.7731624823824444,0.7713571357135715
tabpfn,0.1,6,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.1394256839994341,0.41869291104376316,0.7835926449787836,0.7308707124010554,0.8445121951219512,0.7705,0.492,0.5685,831,306,153,710,0.8753124429632038,0.8768244670635683
tabicl,0.1,6,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.42357387102674693,0.14783254894427955,0.7442307692307693,0.7062043795620438,0.7865853658536586,0.734,0.492,0.548,774,322,210,694,0.7920756231656381,0.7998717671723962
tabpfn,0.1,7,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.1537522739963606,0.4238094099564478,0.7622828784119107,0.757396449704142,0.7672327672327672,0.7605,0.5005,0.507,768,246,233,753,0.8540961442021158,0.8496848496848497
tabicl,0.1,7,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.3452901439741254,0.1486122360220179,0.8456973293768546,0.8374142997061704,0.8541458541458542,0.844,0.5005,0.5105,855,166,146,833,0.9143318372388475,0.9183939183939184
tabpfn,0.1,8,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.144759712042287,0.41897122899536043,0.7412140575079872,0.7927107061503417,0.696,0.757,0.5,0.439,696,182,304,818,0.8554904720244926,0.8409165000000001
tabicl,0.1,8,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.33592519199009985,0.14880898501724005,0.7573385518590998,0.7413793103448276,0.774,0.752,0.5,0.522,774,270,226,730,0.8266844477252222,0.822711
tabpfn,0.1,9,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.15372979501262307,0.41499847499653697,0.7762013729977116,0.7198641765704584,0.8421052631578947,0.7555,0.5035,0.589,848,330,159,663,0.7676913246719269,0.8165765122491002
tabicl,0.1,9,symmetric_transitive,A04,1,none,symmetric,1,250,250,2000,0.34397728904150426,0.1487215351080522,0.8012048192771084,0.8101522842639594,0.7924528301886793,0.802,0.5035,0.4925,798,187,209,806,0.8461755322057771,0.8669734817006034
tabpfn,0.8,0,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.2212268359726295,0.38347882602829486,0.8754716981132076,0.8923076923076924,0.8592592592592593,0.868,0.54,0.52,116,14,19,101,0.9300787924544767,0.9243800322061191
tabicl,0.8,0,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.3485005509573966,0.16696528100874275,0.7244094488188977,0.773109243697479,0.6814814814814815,0.72,0.54,0.476,92,27,43,88,0.8153741728475429,0.7908856682769727
tabpfn,0.8,1,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.24621366302017123,0.3795205019414425,0.8379446640316206,0.8617886178861789,0.8153846153846154,0.836,0.52,0.492,106,17,24,103,0.933587357758735,0.9323397435897436
tabicl,0.8,1,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.33444369805511087,0.16031077702064067,0.7351778656126482,0.7560975609756098,0.7153846153846154,0.732,0.52,0.492,93,30,37,90,0.8280478185725728,0.8100320512820511
tabpfn,0.8,2,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.22758005000650883,0.38113913603592664,0.810126582278481,0.8135593220338984,0.8067226890756303,0.82,0.476,0.472,96,22,23,109,0.8879838391058388,0.8923920713323498
tabicl,0.8,2,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.35634268692228943,0.161326504079625,0.6587301587301587,0.6240601503759399,0.6974789915966386,0.656,0.476,0.532,83,50,36,81,0.7357561240883495,0.755147860670986
tabpfn,0.8,3,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.21434044500347227,0.37884581403341144,0.900398406374502,0.9186991869918699,0.8828125,0.9,0.512,0.492,113,10,15,112,0.9481269106672309,0.9538934426229508
tabicl,0.8,3,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.3453868830110878,0.16324101598002017,0.7651515151515151,0.7426470588235294,0.7890625,0.752,0.512,0.544,101,35,27,87,0.8386255266791043,0.8254674692622951
tabpfn,0.8,4,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.21425699500832707,0.37787650898098946,0.8638132295719845,0.8604651162790697,0.8671875,0.86,0.512,0.516,111,18,17,104,0.9091301625208992,0.921202612704918
tabicl,0.8,4,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.3555180620169267,0.16104726400226355,0.7165354330708661,0.7222222222222222,0.7109375,0.712,0.512,0.504,91,35,37,87,0.8022313645104326,0.7996926229508197
tabpfn,0.8,5,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.20963274408131838,0.37956307199783623,0.8773234200743495,0.8805970149253731,0.8740740740740741,0.868,0.54,0.536,118,16,17,99,0.9361057576568123,0.9263446054750402
tabicl,0.8,5,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.4594135719817132,0.1609244749415666,0.7188612099644128,0.6917808219178082,0.7481481481481481,0.684,0.54,0.584,101,45,34,70,0.7959238427651425,0.7500805152979066
